name,sku,selling_price,original_price,color,category,breadcrumbs,description,average_rating,reviews_count,description_preprocess,description_sentiment_nltk,description_sentiment_textblob,description_sentiment_textblob_labels
AEROREADY  Designed to Move Sport Camo-Print Shorts,H28793,24,30.0,Grey,Clothing,Men/Clothing,"Whether you're stepping onto the basketball court, going out for a run or relaxing at home, be ready for anything in these adidas shorts. Move through your day in confidence with a fit that stays in place. Feel dry and fresh even after a sweat session at the gym, thanks to moisture-absorbing AEROREADY.

This product is made with Primegreen, a series of high-performance recycled materials.",4.8,157,"whether 're stepping onto basketball court , going run relaxing home , ready anything adidas short . move day confidence fit stay place . feel dry fresh even sweat session gym , thanks moisture-absorbing aeroready . product made primegreen , series high-performance recycled material .",1,0.2066666666666667,Positive
Foil Mandala Graphic Tee,H14684,20,25.0,White,Clothing,Women/Clothing,"Focus your confidence as you move through the day. This adidas graphic t-shirt bumps up the style of any look with a foil-print mandala graphic. When it goes on, you'll look as good as you feel in the soft cotton jersey fabric.

By buying cotton products from us, you're supporting more sustainable cotton farming.",4.5,8,"focus confidence move day . adidas graphic t-shirt bump style look foil-print mandala graphic . go , 'll look good feel soft cotton jersey fabric . buying cotton product u , 're supporting sustainable cotton farming .",1,0.2583333333333333,Positive
X Ghosted.3 Firm Ground Cleats,FW6945,64,80.0,Pink,Shoes,Soccer/Shoes,"The only thing that makes defenders sweat more than seeing you on the pitch? Not seeing you at all. Pull on X Ghosted and discover next-level speed. The stretchy tongue on these adidas soccer cleats means you'll get into them in record time. Lightweight and semi-translucent, the foot-hugging Speedskin upper doesn't just look fast, it feels fast. The low-cut silhouette with signature Clawcollar shape locks your foot in for match-long stability and support.",4.4,160,"thing make defender sweat seeing pitch ? seeing . pull x ghosted discover next-level speed . stretchy tongue adidas soccer cleat mean 'll get record time . lightweight semi-translucent , foot-hugging speedskin upper n't look fast , feel fast . low-cut silhouette signature clawcollar shape lock foot match-long stability support .",1,0.18,Positive
Foil Mandala Graphic Tee,GS4150,18,25.0,Blue,Clothing,Women/Clothing,"Focus your confidence as you move through the day. This adidas graphic t-shirt bumps up the style of any look with a foil-print mandala graphic. When it goes on, you'll look as good as you feel in the soft cotton jersey fabric.

By buying cotton products from us, you're supporting more sustainable cotton farming.",4.5,8,"focus confidence move day . adidas graphic t-shirt bump style look foil-print mandala graphic . go , 'll look good feel soft cotton jersey fabric . buying cotton product u , 're supporting sustainable cotton farming .",1,0.2583333333333333,Positive
Disney Mickey Mouse Summer Set,GT9515,37,52.0,Pink,Clothing,Kids/Clothing,"Your star player will score major points in this kids' two-piece adidas outfit. The happy, adventurous spirit of Disney's Mickey Mouse adds a fun touch. The tee feels extra soft and comfy, and the leggings have a little stretch so your kiddo can run, jump and slide all day long.

By buying cotton products from us, you're supporting more sustainable cotton farming.",4.9,9,"star player score major point kid ' two-piece adidas outfit . happy , adventurous spirit disney 's mickey mouse add fun touch . tee feel extra soft comfy , legging little stretch kiddo run , jump slide day long . buying cotton product u , 're supporting sustainable cotton farming .",1,0.22750000000000004,Positive
Marimekko Hoodie,H20478,56,70.0,Red,Clothing,Women/Clothing,"Some good things were going on in the '60s. adidas' iconic 3-Stripes and Finnish design house Marimekko's wave print, for instance. Wear them both on this vibrant hoodie and don't be alarmed if you turn some heads. Colorful and bold, this style is all about self-expression. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",4.6,52,"good thing going '60s . adidas ' iconic 3-stripes finnish design house marimekko 's wave print , instance . wear vibrant hoodie n't alarmed turn head . colorful bold , style self-expression . buying cotton product u , 're supporting sustainable cotton farming .",1,0.39285714285714285,Positive
4D Fusio Shoes,H04513,180,200.0,Yellow,Shoes,Originals/Shoes,"The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",4.2,562,"look speed . feeling comfort . adidas shoe give glimpse future cutting-edge 4d midsole controlled energy return . head stay . always absolute comfort . support journey , encourage .",1,0.06666666666666667,Positive
4D Fusio Shoes,H04510,180,200.0,Black,Shoes,Men/Shoes,"The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",4.2,562,"look speed . feeling comfort . adidas shoe give glimpse future cutting-edge 4d midsole controlled energy return . head stay . always absolute comfort . support journey , encourage .",1,0.06666666666666667,Positive
Predator Freak.3 Indoor Shoes,FW7518,64,80.0,Black,Shoes,Men/Shoes,"Walls can't contain you. Rivals can't hold you back. On the court, you're in control. Release your full force of nature in Predator Freak. These adidas indoor soccer shoes keep you stable with a supportive mid-cut design. The coated textile upper has a laceless forefoot and more extensive 3D-printed Demonscale elements to help you own the ball.",4.7,51,"wall ca n't contain . rival ca n't hold back . court , 're control . release full force nature predator freak . adidas indoor soccer shoe keep stable supportive mid-cut design . coated textile upper laceless forefoot extensive 3d-printed demonscale element help ball .",1,0.2785714285714286,Positive
4D Fusio Shoes,GZ7885,180,200.0,White,Shoes,Men/Shoes,"The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",4.2,562,"look speed . feeling comfort . adidas shoe give glimpse future cutting-edge 4d midsole controlled energy return . head stay . always absolute comfort . support journey , encourage .",1,0.06666666666666667,Positive
4D Fusio Shoes,H04509,180,200.0,Blue,Shoes,Originals/Shoes,"The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",4.2,562,"look speed . feeling comfort . adidas shoe give glimpse future cutting-edge 4d midsole controlled energy return . head stay . always absolute comfort . support journey , encourage .",1,0.06666666666666667,Positive
4D Fusio Shoes,H04511,180,200.0,Grey,Shoes,Men/Shoes,"The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",4.2,562,"look speed . feeling comfort . adidas shoe give glimpse future cutting-edge 4d midsole controlled energy return . head stay . always absolute comfort . support journey , encourage .",1,0.06666666666666667,Positive
FARM Rio Feelbrilliant AEROREADY High-Rise Tights,GS6340,36,45.0,Black,Clothing,Women/Clothing,"Elevate your style in the gym, on the road or just during errands. These adidas tights are a collaboration with FARM Rio and flash a wildflower-inspired graphic on the leg and a bold print on the high-rise waist. They feature AEROREADY to manage moisture as you're working up a sweat.",4.6,48,"elevate style gym , road errand . adidas tights collaboration farm rio flash wildflower-inspired graphic leg bold print high-rise waist . feature aeroready manage moisture 're working sweat .",1,0.16666666666666666,Positive
AEROREADY  Designed to Move Sport Camo-Print Shorts,H28787,24,30.0,Red,Clothing,Men/Clothing,"Whether you're stepping onto the basketball court, going out for a run or relaxing at home, be ready for anything in these adidas shorts. Move through your day in confidence with a fit that stays in place. Feel dry and fresh even after a sweat session at the gym, thanks to moisture-absorbing AEROREADY.

This product is made with Primegreen, a series of high-performance recycled materials.",4.8,157,"whether 're stepping onto basketball court , going run relaxing home , ready anything adidas short . move day confidence fit stay place . feel dry fresh even sweat session gym , thanks moisture-absorbing aeroready . product made primegreen , series high-performance recycled material .",1,0.2066666666666667,Positive
Solid Swim Shorts,GQ1082,20,25.0,Blue,Clothing,Men/Clothing,"Stay comfortable while snorkelling in a coral reef or walking on the beach in these adidas swim shorts. The woven material is lightweight and quick-drying as you move between the ocean and your warm towel. Mesh inner briefs provide coverage and support. 

This product is made with Primegreen, a series of high-performance recycled materials.",4.6,70,"stay comfortable snorkelling coral reef walking beach adidas swim short . woven material lightweight quick-drying move ocean warm towel . mesh inner brief provide coverage support . product made primegreen , series high-performance recycled material .",1,0.3333333333333333,Positive
The Trackstand Cycling Pants,GP8632,60,75.0,Black,Clothing,Men/Clothing,"Take on the daily commute with classic 3-Stripes style. The adidas Trackstand Cycling Pants blend the look of Tiro track pants with cycling-specific features for smooth transitions on the bike and around town. Ankle snaps let you secure your cuffs away from the chain, or you can roll them up for added clearance. A durable water-repellent finish sheds road spray.",4.7,38,"take daily commute classic 3-stripes style . adidas trackstand cycling pant blend look tiro track pant cycling-specific feature smooth transition bike around town . ankle snap let secure cuff away chain , roll added clearance . durable water-repellent finish shed road spray .",1,0.24166666666666667,Positive
4D Fusio Shoes,H04508,180,200.0,White,Shoes,Originals/Shoes,"The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",4.2,562,"look speed . feeling comfort . adidas shoe give glimpse future cutting-edge 4d midsole controlled energy return . head stay . always absolute comfort . support journey , encourage .",1,0.06666666666666667,Positive
4D Fusio Shoes,GZ7884,180,200.0,Black,Shoes,Men/Shoes,"The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",4.2,562,"look speed . feeling comfort . adidas shoe give glimpse future cutting-edge 4d midsole controlled energy return . head stay . always absolute comfort . support journey , encourage .",1,0.06666666666666667,Positive
adidas Sportswear Wrapped 3-Stripes Full-Zip Hoodie,H33690,33,65.0,Pink,Clothing,Women/Clothing,"Is it a Saturday or a Monday? Does it matter? Turns out, no. Zip into this adidas hoodie and embrace casual comfort as you start your day, any day. (Maybe every day?) Keep it going all the way until lights out. Soft fabric and a loose shape let you extend that cozy-in-bed feeling wherever you are, whether on the way to work or to workout. Signature 3-Stripes wrap from sleeve to sleeve to show off your athletic spirit along the way.",4.7,133,"saturday monday ? matter ? turn , . zip adidas hoodie embrace casual comfort start day , day . ( maybe every day ? ) keep going way light . soft fabric loose shape let extend cozy-in-bed feeling wherever , whether way work workout . signature 3-stripes wrap sleeve sleeve show athletic spirit along way .",1,-0.15897435897435902,Negative
Adicolor Classics Crop Hoodie,H34614,52,65.0,Red,Clothing,Women/Clothing,"Life is full of big challenges and unknowns. Throw on this adidas Adicolor Classics Crop Hoodie and take them on while wearing something familiar. Soft French terry ensures you stay comfortable, and ribbed details keep the sweatshirt in place so no matter what comes up, you're ready.

Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",4.7,249,"life full big challenge unknown . throw adidas adicolor classic crop hoodie take wearing something familiar . soft french terry ensures stay comfortable , ribbed detail keep sweatshirt place matter come , 're ready . cotton product support sustainable cotton farming . part ambition end plastic waste .",1,0.153125,Positive
Club Tennis 3-Stripes Tee,H34691,32,40.0,Blue,Clothing,Men/Clothing,"Country club style with a contemporary twist. Showing off horizontal 3-Stripes on one sleeve, this adidas Club tennis tee is built for comfort. Mesh panels and soft, ventilated fabric keep you cool and dry through the most intense rallies. An underarm gusset provides the freedom you need to nail every shot.

This product is made with Primegreen, a series of high-performance recycled materials.",4.8,39,"country club style contemporary twist . showing horizontal 3-stripes one sleeve , adidas club tennis tee built comfort . mesh panel soft , ventilated fabric keep cool dry intense rally . underarm gusset provides freedom need nail every shot . product made primegreen , series high-performance recycled material .",1,0.20833333333333334,Positive
Five Ten Heritage Logo Tee,GP2389,28,35.0,Yellow,Clothing,Men/Clothing,"Climb hard, rest hard and rock this adidas Five Ten t-shirt through it all. Classic crew style pairs with everything. Its fabric is partially made with recycled cotton, helping to conserve water.

Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",5.0,8,"climb hard , rest hard rock adidas five ten t-shirt . classic crew style pair everything . fabric partially made recycled cotton , helping conserve water . cotton product support sustainable cotton farming . part ambition end plastic waste .",1,-0.11944444444444446,Negative
adidas Sportswear Woven 3-Stripes Track Top,GL5681,42,70.0,Orange,Clothing,Men/Clothing,"That driven mentality doesn't get left behind on the field. You take it with you. There are things to do, and this adidas track top keeps you comfortable as you get after them. Any time, any day, any place. Throw it on, zip it up and take each part as it comes in a look that showcases your determination with contrast 3-Stripes extending from cuff to cuff across the back. Moisture-wicking AEROREADY and mesh lining offer extra comfort and cool relief to balance your daily moves. Let's go.",4.9,72,"driven mentality n't get left behind field . take . thing , adidas track top keep comfortable get . time , day , place . throw , zip take part come look showcase determination contrast 3-stripes extending cuff cuff across back . moisture-wicking aeroready mesh lining offer extra comfort cool relief balance daily move . let 's go .",1,0.10625,Positive
Five Ten Felsblock Shorts,GM4601,48,60.0,Black,Clothing,Men/Clothing,Move naturally. The lightweight and unrestricted feel of these adidas Five Ten shorts is made for movement. Their adventure-ready design offers mobility and stretch for approach hikes and climbs.,4.8,4,move naturally . lightweight unrestricted feel adidas five ten short made movement . adventure-ready design offer mobility stretch approach hike climb .,0,0.06666666666666667,Positive
Adicolor Classics Trefoil Tee (Plus Size),H22840,24,30.0,Green,Clothing,Women/Clothing,"The brand with the 3-Stripes strives to be better. To be the best. Created to be truly original, the Adicolor collection keeps heritage its heart. The iconic Trefoil logo celebrates that energy front and center on this adidas classic t-shirt. Soft single jersey feels soft against your skin.

By buying cotton products from us, you're supporting more sustainable cotton farming.",4.5,44,"brand 3-stripes strives better . best . created truly original , adicolor collection keep heritage heart . iconic trefoil logo celebrates energy front center adidas classic t-shirt . soft single jersey feel soft skin . buying cotton product u , 're supporting sustainable cotton farming .",1,0.3018398268398268,Positive
adidas Z.N.E. Sportswear Hoodie,H39842,80,100.0,Green,Clothing,Men/Clothing,"It's not just about getting in the moment. It's about staying there. Quiet the outside (and inside) noise when you zip into this adidas hoodie. While distractions are inevitable, the comfort of this sweatshirt helps you focus on the game ahead. Soft, slightly-stretchy cotton, moisture-absorbing fabric, pre-shaped sleeves – every part of the design is geared for you to walk on to play feeling cool and ready.",4.8,60,"'s getting moment . 's staying . quiet outside ( inside ) noise zip adidas hoodie . distraction inevitable , comfort sweatshirt help focus game ahead . soft , slightly-stretchy cotton , moisture-absorbing fabric , pre-shaped sleeve – every part design geared walk play feeling cool ready .",1,0.035714285714285705,Positive
Terrex Liteflex Hiking Pants,GM4772,64,80.0,Green,Clothing,Men/Clothing,"Freedom to move is the name of the game. These adidas Terrex Liteflex Hiking Pants have a wide elastic waistband with silicone grip, which is ideal if you're layering on a backpack or hip bag. Extra stretch lets you hike and manoeuvre unhindered through more challenging, uneven terrain. The water-repellent fabric gives you the peace of mind to keep moving in foul weather. Hit the trail for the long haul.",4.7,99,"freedom move name game . adidas terrex liteflex hiking pant wide elastic waistband silicone grip , ideal 're layering backpack hip bag . extra stretch let hike manoeuvre unhindered challenging , uneven terrain . water-repellent fabric give peace mind keep moving foul weather . hit trail long haul .",1,0.14375,Positive
adidas FortaRun x LEGO® DOTS™ Shoes,G58804,40,50.0,White,Shoes,Kids/Shoes,"The more color, the better. If that's your little one's motto, then they'll like these kids' adidas LEGO® DOTS shoes. They're a comfortable, everyday pair that's good for gym class and practice. Stretchy laces make them easy to slip on without grown-up assistance.",4.8,52,"color , better . 's little one 's motto , 'll like kid ' adidas lego® dot shoe . 're comfortable , everyday pair 's good gym class practice . stretchy lace make easy slip without grown-up assistance .",1,0.306547619047619,Positive
FC Bayern Tee,GR0678,20,25.0,Red,Clothing,Kids/Clothing,A fresh take on club pride. This juniors' adidas soccer tee comes in the same shade of red as the FC Bayern home kit. The graphic on the chest pocket pulls inspiration from the mountains around Munich. A club crest covers the back.,4.4,5,fresh take club pride . junior ' adidas soccer tee come shade red fc bayern home kit . graphic chest pocket pull inspiration mountain around munich . club crest cover back .,1,0.06,Positive
Terrex Multi Primegreen Full-Zip Fleece Jacket,GI7303,49,70.0,Blue,Clothing,Men/Clothing,Let the adventures continue. Zip up this adidas Terrex fleece jacket for breathable warmth that layers well. Its grid-fleece design enhances breathability and warmth for increased temperature regulation and quick-drying comfort.,4.8,32,let adventure continue . zip adidas terrex fleece jacket breathable warmth layer well . grid-fleece design enhances breathability warmth increased temperature regulation quick-drying comfort .,1,0.0,Neutral
adidas Sportswear Comfy and Chill Tee,GR4080,24,30.0,White,Clothing,Men/Clothing,"How do you find balance? Do you take the full unplug and unwind route? Or is it more of a no agenda, but all the possibilities approach? This adidas t-shirt was made for both. In fact, it was made for it all with moisture-absorbing fabric and soft cotton to make sure comfort is always felt. Did we mention the stretch? There's a little of that too, to really up the comfort levels even more.",4.8,58,"find balance ? take full unplug unwind route ? agenda , possibility approach ? adidas t-shirt made . fact , made moisture-absorbing fabric soft cotton make sure comfort always felt . mention stretch ? 's little , really comfort level even .",1,0.28035714285714286,Positive
Utilitas Hooded Parka,GT1694,128,160.0,Pink,Clothing,Women/Clothing,"Nothing is the same two days in a row. Not in nature. Not in the city. Be prepared for all the weather shifts in this adidas parka. Padded for warmth, this do-it-all jacket also has adjustable cuffs and a cozy hoodie to help keep the cold out. Removable faux-fur trim lets you customize the look.

This product is made with recycled content as part of our ambition to end plastic waste.",5.0,4,"nothing two day row . nature . city . prepared weather shift adidas parka . padded warmth , do-it-all jacket also adjustable cuff cozy hoodie help keep cold . removable faux-fur trim let customize look . product made recycled content part ambition end plastic waste .",1,-0.25,Negative
Aeromotion Tee,H29178,24,30.0,Green,Clothing,Men/Clothing,"Eliminate wardrobe malfunctions whether you're powering through your weightlifting routine or schooling your friends in pickup basketball. This adidas training t-shirt is designed with a lightweight, stretchy build that moves with you, and it's cut slim for zero distractions. Moisture-absorbing AEROREADY keeps you dry and comfortable, while mesh side panels provide cooling ventilation.

This product is made with Primegreen, a series of high-performance recycled materials.",4.6,45,"eliminate wardrobe malfunction whether 're powering weightlifting routine schooling friend pickup basketball . adidas training t-shirt designed lightweight , stretchy build move , 's cut slim zero distraction . moisture-absorbing aeroready keep dry comfortable , mesh side panel provide cooling ventilation . product made primegreen , series high-performance recycled material .",1,0.16666666666666669,Positive
Adizero 1/2 Zip Long Sleeve Tee,GT9739,68,85.0,Black,Clothing,Women/Clothing,"More of the warmth, less of the weight. This adidas running tee gives you a light, stretchy layer to wear while training and racing. AEROREADY wicks moisture, so you stay dry before it gets cold. Slip the thumbhole sleeves over your hands for extra coverage.

This product is made with Primegreen, a series of high-performance recycled materials.",4.7,3,"warmth , le weight . adidas running tee give light , stretchy layer wear training racing . aeroready wick moisture , stay dry get cold . slip thumbhole sleeve hand extra coverage . product made primegreen , series high-performance recycled material .",1,0.011111111111111127,Positive
Utilitas Hooded Parka,GT1692,128,160.0,Green,Clothing,Women/Clothing,"Nothing is the same two days in a row. Not in nature. Not in the city. Be prepared for all the weather shifts in this adidas parka. Padded for warmth, this do-it-all jacket also has adjustable cuffs and a cozy hoodie to help keep the cold out. Removable faux-fur trim lets you customize the look.

This product is made with recycled content as part of our ambition to end plastic waste.",5.0,4,"nothing two day row . nature . city . prepared weather shift adidas parka . padded warmth , do-it-all jacket also adjustable cuff cozy hoodie help keep cold . removable faux-fur trim let customize look . product made recycled content part ambition end plastic waste .",1,-0.25,Negative
adidas Z.N.E. Sportswear Hoodie,GT9780,80,100.0,Black,Clothing,Men/Clothing,"It's not just about getting in the moment. It's about staying there. Quiet the outside (and inside) noise when you zip into this adidas hoodie. While distractions are inevitable, the comfort of this sweatshirt helps you focus on the game ahead. Soft, slightly-stretchy cotton, moisture-absorbing fabric, pre-shaped sleeves – every part of the design is geared for you to walk on to play feeling cool and ready.",4.8,60,"'s getting moment . 's staying . quiet outside ( inside ) noise zip adidas hoodie . distraction inevitable , comfort sweatshirt help focus game ahead . soft , slightly-stretchy cotton , moisture-absorbing fabric , pre-shaped sleeve – every part design geared walk play feeling cool ready .",1,0.035714285714285705,Positive
Hoops 2.0 Mid Shoes,GZ7927,46,65.0,White,Shoes,Men/Shoes,Timeless basketball-inspired style. These adidas mid-cut shoes give you the best of classic sports vibes and modern streetwear style all rolled up in one. The synthetic leather upper has a mesh collar and a cozy sockliner to keep your feet comfortable.,4.5,231,timeless basketball-inspired style . adidas mid-cut shoe give best classic sport vibe modern streetwear style rolled one . synthetic leather upper mesh collar cozy sockliner keep foot comfortable .,1,0.2611111111111111,Positive
adidas Sportswear Future Icons 3-Stripes Sweatshirt,HB1419,44,55.0,Black,Clothing,Men/Clothing,"Pro tip: always keep this adidas sweatshirt on hand. That is, if it's not already on your body. There are few better rewards than comfort after a long workout or practice, and when you have this soft layer right there in your gym bag, you reach that comfort in seconds. And then you stay. You settle in. You feel that blissed-out exhaustion from giving it your all. From there, it's all you. Whatever you want to do, wherever you want to go, this pullover is down for it.",4.7,54,"pro tip : always keep adidas sweatshirt hand . , 's already body . better reward comfort long workout practice , soft layer right gym bag , reach comfort second . stay . settle . feel blissed-out exhaustion giving . , 's . whatever want , wherever want go , pullover .",1,0.08002645502645502,Positive
Adizero RC 3 Shoes,FZ2489,80,100.0,Blue,Shoes,Men/Shoes,"When you're smashing past another PR or hurtling towards the finish line, you'll want to have these adidas running shoes with you. Kick it into high gear in the ultra-light build that supports your stride without weighing you down. Lightstrike cushioning has a snappy feel and the mesh upper lets your feet breathe.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",4.3,13,"'re smashing past another pr hurtling towards finish line , 'll want adidas running shoe . kick high gear ultra-light build support stride without weighing . lightstrike cushioning snappy feel mesh upper let foot breathe . product made recycled content part ambition end plastic waste . 20 % piece used make upper made minimum 50 % recycled content .",1,-0.07425925925925926,Negative
Real Madrid Tee,GR4259,20,25.0,Blue,Clothing,Kids/Clothing,"You stand with the club in the Bernabéu and around town afterwards. This juniors' adidas Real Madrid soccer tee lets the world know who you shout for. Its cotton build and crewneck gives it a classic, comfortable feel.

By buying cotton products from us, you're supporting more sustainable cotton farming.",4.3,3,"stand club bernabéu around town afterwards . junior ' adidas real madrid soccer tee let world know shout . cotton build crewneck give classic , comfortable feel . buying cotton product u , 're supporting sustainable cotton farming .",1,0.30333333333333334,Positive
adidas Sportswear Comfy and Chill Tee,H21531,24,30.0,Grey,Clothing,Men/Clothing,"How do you find balance? Do you take the full unplug and unwind route? Or is it more of a no agenda, but all the possibilities approach? This adidas t-shirt was made for both. In fact, it was made for it all with moisture-absorbing fabric and soft cotton to make sure comfort is always felt. Did we mention the stretch? There's a little of that too, to really up the comfort levels even more.",4.8,58,"find balance ? take full unplug unwind route ? agenda , possibility approach ? adidas t-shirt made . fact , made moisture-absorbing fabric soft cotton make sure comfort always felt . mention stretch ? 's little , really comfort level even .",1,0.28035714285714286,Positive
Adizero RC 3 Tokyo Shoes,FY4084,80,100.0,White,Shoes,Men/Shoes,"When you're smashing past another PR or hurtling towards the finish line, you'll want to have these adidas running shoes with you. Kick it into high gear in the ultra-light build that supports your stride without weighing you down. Lightstrike cushioning has a snappy feel and the mesh upper lets your feet breathe.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",4.3,13,"'re smashing past another pr hurtling towards finish line , 'll want adidas running shoe . kick high gear ultra-light build support stride without weighing . lightstrike cushioning snappy feel mesh upper let foot breathe . product made recycled content part ambition end plastic waste . 20 % piece used make upper made minimum 50 % recycled content .",1,-0.07425925925925926,Negative
adidas Sportswear Comfy and Chill Tee,H21533,24,30.0,Black,Clothing,Men/Clothing,"How do you find balance? Do you take the full unplug and unwind route? Or is it more of a no agenda, but all the possibilities approach? This adidas t-shirt was made for both. In fact, it was made for it all with moisture-absorbing fabric and soft cotton to make sure comfort is always felt. Did we mention the stretch? There's a little of that too, to really up the comfort levels even more.",4.8,58,"find balance ? take full unplug unwind route ? agenda , possibility approach ? adidas t-shirt made . fact , made moisture-absorbing fabric soft cotton make sure comfort always felt . mention stretch ? 's little , really comfort level even .",1,0.28035714285714286,Positive
Ergo Tennis Shorts,GT7836,48,60.0,Black,Clothing,Men/Clothing,"Cut to help you create. These adidas tennis shorts are ergonomically designed to give you full movement on court. Paired with soft, stretchy fabric, moisture-wicking AEROREADY keeps you comfortable until the final shot.",4.5,20,"cut help create . adidas tennis short ergonomically designed give full movement court . paired soft , stretchy fabric , moisture-wicking aeroready keep comfortable final shot .",1,0.2125,Positive
adidas Sportswear Future Icons 3-Stripes Sweatshirt,HB1418,44,55.0,Grey,Clothing,Men/Clothing,"Pro tip: always keep this adidas sweatshirt on hand. That is, if it's not already on your body. There are few better rewards than comfort after a long workout or practice, and when you have this soft layer right there in your gym bag, you reach that comfort in seconds. And then you stay. You settle in. You feel that blissed-out exhaustion from giving it your all. From there, it's all you. Whatever you want to do, wherever you want to go, this pullover is down for it.",4.7,54,"pro tip : always keep adidas sweatshirt hand . , 's already body . better reward comfort long workout practice , soft layer right gym bag , reach comfort second . stay . settle . feel blissed-out exhaustion giving . , 's . whatever want , wherever want go , pullover .",1,0.08002645502645502,Positive
Superlite Hat,EX6696,17,24.0,Purple,Accessories,Women/Accessories,"When the sun's blazing, you've got to dress accordingly. Top off your warm-weather workout ensemble with this adidas Superlite Hat. The comfortable, six-panel construction has perforated side panels to help keep you cool. A non-glare undervisor makes running on bright concrete easy on the eyes. 

This product is made with recycled content as part of our ambition to end plastic waste.",4.8,126,"sun 's blazing , 've got dress accordingly . top warm-weather workout ensemble adidas superlite hat . comfortable , six-panel construction perforated side panel help keep cool . non-glare undervisor make running bright concrete easy eye . product made recycled content part ambition end plastic waste .",1,0.3333333333333333,Positive
adidas Sportswear Comfy & Chill Pants,H45374,44,55.0,Black,Clothing,Men/Clothing,"The feeling is unbeatable. That mix of exhausted bliss, well-worked muscles and the knowledge that there's nothing you have to do but just be. Give into it in these adidas pants. You'll quickly switch into chill mode thanks to a French terry build, every inch of that soft goodness rewarding the moments that led you here.",4.6,73,"feeling unbeatable . mix exhausted bliss , well-worked muscle knowledge 's nothing . give adidas pant . 'll quickly switch chill mode thanks french terry build , every inch soft goodness rewarding moment led .",1,0.12222222222222222,Positive
adidas Sportswear Comfy & Chill Pants,H56354,44,55.0,White,Clothing,Men/Clothing,"The feeling is unbeatable. That mix of exhausted bliss, well-worked muscles and the knowledge that there's nothing you have to do but just be. Give into it in these adidas pants. You'll quickly switch into chill mode thanks to a French terry build, every inch of that soft goodness rewarding the moments that led you here.",4.6,73,"feeling unbeatable . mix exhausted bliss , well-worked muscle knowledge 's nothing . give adidas pant . 'll quickly switch chill mode thanks french terry build , every inch soft goodness rewarding moment led .",1,0.12222222222222222,Positive
4CMTE Four Panel RAIN.RDY Running Training Cycling Cap,GT4792,21,30.0,Black,Accessories,Running/Accessories,"Don't let the weather ruin your routine. This adidas cycling cap blocks wind and water with RAIN.RDY. Wear it for running, racing or daily commutes. The knit sweatband keeps sweat off your face, and a reflective logo adds a bit of shine to grey days. 

This product is made with Primegreen, a series of high-performance recycled materials.",4.7,25,"n't let weather ruin routine . adidas cycling cap block wind water rain.rdy . wear running , racing daily commute . knit sweatband keep sweat face , reflective logo add bit shine grey day . product made primegreen , series high-performance recycled material .",1,-0.025,Negative
Linear Superlite Super-No-Show Socks 6 Pairs,EX6588,14,20.0,Multicolor,Accessories,Women/Accessories,"Warm-weather ready. You're all set for sunny days on the field or that outdoor HIIT class in these adidas socks. Stretchy, lightweight and made with moisture-wicking yarn, your feet stay dry and comfortable. The best part? The anti-slip, super no-show design lets you lunge and squat without having to pause to pull up your socks.",4.8,6,"warm-weather ready . 're set sunny day field outdoor hiit class adidas sock . stretchy , lightweight made moisture-wicking yarn , foot stay dry comfortable . best part ? anti-slip , super no-show design let lunge squat without pause pull sock .",1,0.29444444444444445,Positive
